"X","Gender","Age","Education","Occupation","Income","q1k","q2k","q3k","q4k","Q5K1","Q5K2","Q5K3","Q5K4","Q5K5","Q5K6","Q6K","Q7K","Q8K","Q9K","Q10C1","Q10C2","Q10C3","Q10C4","Q10C5","Q10C6","Q10C7","Q11C1","Q11C2","Q11C3","Q11C4","Q11C5","Q12C1","Q12C2","Q12C3","Q12C4","Q12C5","Q12C6","Q13C1","Q13C2","Q13C3","Q13C4","Q13C5","Q14C","Q15C1","Q15C2","Q15C3","Q15C4","Q15C5","Q16P1","Q16P2","Q16P3","Q17P1","Q17P2","Q17P3","Q17P4","Q17P5","Q18I1","Q18I2","Q18I3","Q18I4","Q19C1","Q19C2","Q19C3","Q19C4","Q19c5","Q19c6"
308,2,26,2,2,2,5,1,4,2,0,1,1,1,0,0,1,3,3,2,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,2,2,2,2,1,1,1,1,0,0,0,0,0,0
309,2,32,2,2,3,2,1,3,2,1,1,1,1,0,1,1,3,1,2,1,1,1,2,1,1,2,1,1,1,1,1,5,3,4,2,1,6,0,1,1,0,1,2,0,0,0,0,1,0,1,1,1,1,1,1,1,5,5,5,5,5,3,2,4,1,6
310,2,36,2,2,3,2,1,2,2,1,1,0,1,0,1,2,2,1,1,1,1,2,3,1,1,2,1,1,1,1,1,1,2,5,4,6,3,0,1,1,0,0,2,0,0,0,0,1,1,0,0,1,1,1,2,1,1,1,1,1,3,4,5,2,1,6
311,2,28,2,2,2,1,1,4,2,1,1,0,0,0,1,1,3,2,2,2,2,3,3,2,4,2,1,1,1,1,1,6,1,4,3,2,5,0,1,1,0,1,1,1,1,1,1,1,1,0,1,2,2,2,2,3,3,5,5,5,5,4,3,2,1,6
312,2,18,1,1,2,1,1,3,1,1,1,0,0,0,0,1,2,2,2,1,2,2,3,1,1,2,1,1,1,1,1,4,3,6,1,2,5,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,2,5,4,5,5,2,1,3,4,5,6
313,2,35,3,4,3,1,1,3,1,1,1,1,1,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,6,0,1,1,1,0,2,0,0,1,0,1,1,0,0,1,1,1,1,1,4,5,5,4,2,3,4,5,1,6
314,2,17,1,1,2,2,1,3,1,0,1,1,0,0,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,6,3,5,4,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,4,5,1,2,3,5,4,6
315,2,26,2,4,2,1,1,4,2,0,1,0,1,0,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,3,4,2,0,1,1,1,0,1,1,1,1,1,1,0,0,0,2,2,1,1,1,5,5,5,5,2,1,3,5,4,6
316,2,30,3,2,2,5,1,4,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,5,6,1,3,4,2,0,1,1,0,1,1,1,1,0,1,1,1,1,0,2,2,2,2,2,5,5,4,5,2,1,3,5,4,6
317,2,35,3,4,2,1,1,4,1,1,1,1,1,0,0,1,3,4,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,5,4,6,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,2,2,1,5,1,5,5,3,4,2,5,1,6
318,1,24,2,3,2,2,1,1,1,1,1,1,1,0,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,6,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,4,2,3,1,6
319,1,19,2,1,2,2,4,2,2,0,1,1,0,0,0,1,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,5,6,2,1,4,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,2,2,1,2,2,3,3,2,1,1,2,5,3,4,6
320,2,55,2,2,2,2,1,3,1,1,1,0,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,6,2,3,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,3,1,4,5,2,6
321,2,18,2,1,2,5,1,3,1,1,1,1,0,1,1,1,3,2,1,1,1,2,1,1,1,2,1,1,1,1,1,4,6,2,5,3,1,0,1,0,1,1,1,1,0,1,0,1,1,1,1,2,1,3,1,1,2,1,1,2,1,2,3,5,4,6
322,1,50,3,4,4,2,1,2,1,1,1,1,1,0,0,1,3,1,1,2,2,2,2,2,2,2,1,1,1,1,1,4,5,3,2,6,1,0,1,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,5,3,2,4,1,6
323,2,21,2,1,2,1,1,3,1,1,1,1,1,0,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,2,6,1,4,5,0,1,1,0,1,1,0,0,1,1,1,0,1,1,1,1,1,1,1,5,5,5,5,5,1,2,4,3,6
324,2,34,2,2,3,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,2,3,1,1,1,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,1,0,0,0,0,1,1,0,0,2,1,2,2,2,5,5,5,5,3,2,1,5,4,6
325,2,28,3,2,3,2,1,3,2,1,1,0,0,0,1,1,3,2,2,2,2,1,2,1,1,1,1,2,1,1,1,4,2,6,3,5,1,1,1,1,0,0,1,1,1,0,1,1,0,1,1,1,2,2,3,3,4,4,4,3,2,1,4,3,5,6
326,2,33,2,2,4,1,1,4,1,1,1,1,1,1,1,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,2,4,1,0,1,1,1,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,5,4,1,3,2,6
327,2,30,2,2,2,1,1,3,1,1,1,1,1,0,1,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,5,3,4,0,1,1,0,1,1,1,1,1,1,1,0,1,1,2,1,1,1,2,2,2,2,1,3,1,4,5,2,6
328,2,26,2,2,3,2,1,3,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,6,5,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,4,1,3,5,2,6
329,2,38,3,4,2,1,1,3,1,1,1,1,0,0,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,2,3,5,1,6,4,0,1,1,0,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,5,4,5,5,1,3,4,5,2,6
330,1,25,2,4,2,5,1,4,2,1,1,0,1,0,0,1,1,4,2,2,3,2,3,2,2,3,1,1,1,1,2,3,4,2,6,5,1,1,0,0,1,1,2,0,0,0,0,1,0,1,0,3,3,3,3,3,3,3,3,3,3,1,4,5,2,6
331,1,30,2,2,2,2,1,3,2,0,1,0,0,0,0,2,3,2,2,2,2,2,3,2,1,2,1,1,1,1,1,4,6,3,5,2,1,1,1,1,0,0,2,0,0,0,0,1,0,1,0,2,2,1,2,3,4,5,4,4,3,1,5,4,2,6
332,2,22,2,1,2,2,1,3,2,1,1,0,0,0,1,1,3,2,2,2,2,3,1,1,1,2,1,1,1,1,1,6,5,4,2,3,1,1,0,0,1,1,1,0,0,0,0,1,1,0,0,2,2,3,2,4,4,5,3,3,1,3,4,5,2,6
333,2,33,2,2,4,2,1,2,1,1,1,0,0,0,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,2,5,4,6,3,0,1,1,0,1,1,1,0,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,5,1,3,4,2,6
334,2,44,3,4,4,5,1,4,2,1,1,1,1,1,1,1,3,1,1,2,2,2,2,1,1,1,1,1,1,1,1,6,5,4,2,3,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,2,2,1,2,3,5,5,3,5,1,2,4,5,3,6
335,2,37,3,2,3,2,1,4,1,1,1,0,0,0,1,1,3,4,2,2,2,3,3,2,2,2,1,2,2,2,1,3,4,2,1,6,5,1,1,1,0,0,2,1,0,0,0,1,0,1,0,3,2,3,2,4,3,1,4,4,5,3,1,4,2,6
336,2,33,3,4,3,2,1,3,1,1,1,1,1,1,1,1,3,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,3,2,4,6,5,0,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,1,2,4,5,3,6
337,2,32,2,4,3,1,1,1,1,1,1,1,0,1,1,1,3,2,1,2,2,2,2,1,1,2,1,1,1,2,1,2,3,4,5,6,1,1,1,1,0,0,2,0,0,0,0,1,0,1,0,2,2,3,2,2,4,3,5,5,1,3,4,5,2,6
338,2,48,2,4,3,2,1,1,1,1,1,0,0,0,1,1,3,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,2,5,3,4,6,1,1,1,0,0,1,1,1,1,1,1,1,0,1,2,2,2,2,1,1,1,1,1,4,5,2,3,1,6
339,2,30,2,2,2,1,1,3,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,4,6,5,0,3,1,1,1,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,5,5,5,5,6,1,3,4,5,2
340,2,32,3,2,2,1,1,4,1,1,1,0,0,0,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,1,5,6,2,1,1,0,1,0,1,1,1,1,1,1,0,1,0,2,2,2,2,3,5,3,5,5,3,4,2,5,1,6
341,2,39,2,2,4,1,1,4,2,1,1,0,1,1,1,1,2,4,1,1,1,1,2,2,1,1,1,1,1,1,1,3,1,2,4,5,6,1,1,0,0,1,1,1,1,1,1,1,1,0,0,1,2,1,2,2,3,5,2,3,2,4,3,5,1,6
342,2,23,2,1,2,2,1,3,1,1,1,0,0,1,1,1,2,1,2,2,2,2,2,1,1,2,1,1,1,1,1,1,2,6,3,4,5,0,1,1,0,1,3,0,0,0,0,1,1,0,0,2,1,1,1,1,5,5,5,5,3,1,4,5,2,6
343,2,27,2,2,2,5,1,4,2,1,1,1,1,0,0,1,3,2,2,1,1,2,2,1,1,1,3,1,1,1,1,5,4,1,2,6,3,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,2,2,5,5,5,5,5,4,2,3,1,6
344,2,30,2,2,3,1,1,4,2,1,1,0,1,0,1,2,2,3,2,2,2,2,2,1,1,2,1,1,1,1,1,2,4,3,5,6,1,0,1,1,0,1,1,0,0,0,0,1,1,0,0,1,1,1,1,2,5,5,5,5,5,2,3,4,1,6
345,1,21,2,1,2,5,1,4,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,0,4,5,1,1,1,0,0,1,0,0,0,0,1,0,0,1,3,3,3,2,3,5,5,4,5,4,1,5,3,2,6
346,1,18,2,1,2,1,1,2,1,0,0,0,1,1,1,2,3,3,2,1,1,2,2,2,2,1,1,2,1,1,1,5,6,4,3,1,2,1,1,1,0,0,2,0,0,0,0,1,0,1,0,2,2,3,2,2,5,5,5,3,1,2,3,4,5,6
347,2,19,2,1,2,1,1,3,1,1,1,1,1,1,1,1,2,4,1,2,2,2,2,2,1,2,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,1,0,0,0,0,1,1,0,0,1,2,1,1,1,5,5,5,5,5,1,2,4,3,6
348,2,19,2,1,2,2,1,1,1,1,1,1,0,0,0,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,4,2,3,5,1,0,1,1,0,1,1,0,0,0,0,1,0,1,1,2,2,2,2,2,4,4,4,4,5,3,4,1,2,6
349,2,19,2,1,2,1,1,3,1,1,1,1,1,1,1,1,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,1,4,2,0,1,1,0,1,1,0,0,0,0,1,0,1,1,1,1,2,1,2,5,5,5,5,5,4,3,2,1,6
350,2,19,2,1,2,2,1,3,1,1,1,0,1,0,1,1,2,2,1,2,1,1,1,1,2,1,1,1,1,1,1,3,4,5,6,2,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,1,1,2,2,4,5,5,5,2,3,4,5,1,6
351,2,18,2,1,2,1,1,3,1,1,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,5,6,1,0,1,1,0,1,2,0,0,0,0,1,0,0,1,2,2,1,2,2,3,5,5,5,5,1,2,3,4,6
352,2,42,3,2,4,1,1,3,1,1,1,0,1,0,1,1,3,2,2,1,2,2,3,1,1,1,1,1,1,1,1,2,1,5,4,6,3,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,1,1,1,1,1,1,3,2,1,4,5,6
353,1,18,2,1,2,2,1,2,1,1,1,0,0,1,1,1,3,2,1,1,2,1,2,2,1,2,1,1,1,1,1,1,3,6,5,4,2,0,1,1,0,1,1,0,0,0,0,1,0,1,0,2,2,2,2,2,5,4,4,5,2,1,3,4,5,6
354,2,18,2,1,2,1,1,1,2,0,1,0,1,0,1,1,2,2,1,2,1,3,3,1,1,1,1,1,2,2,1,2,1,6,4,5,3,1,0,0,1,1,2,0,1,1,1,1,0,1,0,2,2,2,1,1,4,4,5,5,2,3,4,5,1,6
355,1,19,2,1,2,2,3,2,1,1,1,0,1,1,1,1,2,2,2,2,1,2,2,2,2,1,1,1,1,1,1,3,6,4,2,1,5,0,1,1,0,1,2,1,1,1,1,1,0,1,1,3,3,1,2,3,3,4,3,5,5,1,4,3,2,6
356,2,19,2,1,2,2,1,3,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,1,6,2,1,1,1,0,0,1,0,0,0,0,1,0,0,1,2,2,2,3,3,4,4,3,5,5,2,3,4,1,6
357,1,20,2,1,2,1,1,3,2,0,1,0,1,0,1,1,2,2,2,1,1,2,2,1,1,1,3,1,1,1,1,5,6,2,1,4,3,1,1,1,0,0,2,1,0,1,1,1,1,1,0,1,1,2,1,2,3,4,3,4,1,2,5,4,3,6
358,2,19,2,1,2,2,1,3,1,1,1,0,0,0,0,1,2,4,2,1,1,1,4,1,1,1,1,1,1,1,1,5,1,6,2,4,3,0,1,1,0,1,2,1,1,1,1,1,0,1,1,2,2,1,1,2,1,3,1,1,5,1,2,3,4,6
359,2,19,2,1,2,1,1,4,1,1,1,0,1,0,1,1,2,4,1,1,2,1,1,1,2,1,1,1,1,1,1,4,5,0,2,3,1,1,1,1,0,0,1,1,1,1,1,1,0,1,1,2,2,2,2,2,5,5,5,5,3,1,4,5,2,6
360,2,19,2,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,2,1,1,2,2,1,1,4,3,2,6,5,1,1,1,0,0,1,0,0,0,0,1,0,1,1,1,1,2,1,1,5,4,5,3,5,1,3,4,2,6
361,2,19,2,1,2,1,1,4,2,0,1,1,1,0,0,1,2,2,2,1,1,1,2,2,1,2,1,1,1,1,1,4,3,6,2,5,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,3,3,2,3,4,3,5,4,5,5,2,3,4,1,6
362,2,19,2,1,2,1,1,3,2,1,1,0,0,0,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,5,2,4,3,1,1,1,1,0,0,2,1,1,1,1,1,0,1,1,2,2,3,2,2,3,3,2,2,4,2,5,3,1,6
363,2,27,2,4,3,2,1,4,1,1,1,1,1,1,1,1,3,1,1,2,2,1,2,1,1,1,1,1,1,1,1,2,1,3,5,6,4,0,1,1,0,1,1,1,1,1,1,1,1,0,0,2,2,1,1,2,4,5,3,5,1,2,3,5,4,6
364,1,20,2,1,2,5,1,4,2,0,0,1,0,0,0,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,2,6,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,4,5,6,2,3,1,4,5
365,1,19,2,1,2,2,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,4,1,6,2,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,1,1,1,5,5,5,5,2,3,1,4,5,6
366,2,19,2,1,2,2,1,4,1,1,1,1,1,1,1,1,3,4,1,2,1,2,3,2,2,3,2,1,1,1,1,6,5,3,4,2,1,1,1,1,0,0,2,0,0,0,1,1,0,1,1,2,2,2,2,3,4,3,3,4,2,1,3,4,5,6
367,2,20,2,1,2,2,1,3,1,0,0,0,0,0,1,1,3,2,2,2,1,2,2,1,1,1,1,1,1,1,1,2,3,1,4,5,6,1,1,1,0,0,2,0,0,0,0,1,0,1,0,1,2,1,1,2,5,5,5,5,5,4,3,2,1,6
368,2,20,2,1,2,5,1,2,2,1,1,1,1,0,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,2,1,3,6,0,0,1,1,1,2,1,0,1,0,1,0,1,0,2,2,1,1,2,4,5,5,5,6,2,4,3,1,5
369,2,18,2,1,2,1,1,3,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,6,4,5,2,1,3,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,3,3,3,3,5,1,3,4,2,6
370,2,19,2,1,2,1,1,2,1,1,1,1,1,0,1,1,3,4,1,2,2,1,2,2,2,2,1,1,1,1,1,1,2,4,3,5,6,1,1,1,0,0,2,1,1,1,1,1,0,1,1,2,2,2,2,2,3,3,3,3,5,4,3,2,1,6
371,2,19,2,1,2,1,1,3,1,1,1,1,1,1,1,1,3,3,1,1,2,2,2,2,2,1,1,1,1,2,1,5,4,2,1,6,3,0,1,1,1,0,2,1,1,1,1,1,1,0,0,2,2,2,2,1,4,5,5,5,5,2,4,3,1,6
372,2,31,3,4,2,2,1,4,1,1,1,1,1,0,1,1,2,1,2,2,1,3,4,1,2,1,1,1,1,1,1,6,2,5,3,1,4,1,0,1,0,1,1,1,1,1,1,1,1,0,0,1,1,1,2,1,5,5,5,3,1,2,5,4,3,6
373,1,20,2,1,2,1,1,3,1,1,1,1,0,0,1,1,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,6,5,4,1,2,3,1,0,0,1,1,2,0,0,0,0,1,0,1,1,3,3,2,4,2,3,4,4,5,1,2,5,3,4,6
374,2,20,2,1,2,1,1,4,1,0,0,0,1,0,0,2,3,1,2,1,1,1,1,1,1,1,1,3,1,3,1,4,5,6,3,2,1,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,2,2,2,1,5,1,1,5,3,1,4,2,6
375,2,18,2,1,2,1,1,2,2,1,1,0,1,0,1,1,2,1,1,1,1,1,1,1,1,2,1,3,1,1,1,4,5,6,2,1,3,1,1,1,0,0,1,0,0,0,0,1,1,0,0,2,2,1,2,1,5,5,5,5,3,1,2,4,5,6
376,2,19,2,1,2,1,1,4,2,0,1,1,0,0,1,1,2,4,2,1,1,2,2,1,1,1,1,1,1,1,1,4,5,6,2,3,1,0,1,1,0,1,2,0,0,1,1,1,0,1,0,3,3,2,1,3,3,4,4,5,5,4,2,3,1,6
377,2,36,3,2,2,1,1,3,1,1,1,1,0,0,1,1,3,3,2,2,1,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,2,1,2,2,5,5,5,5,0,0,0,0,0,0
378,1,44,3,2,2,2,1,4,2,1,1,1,1,0,1,1,1,2,2,2,2,1,2,2,2,2,3,3,1,1,1,2,4,1,3,5,6,1,1,1,0,0,2,1,1,1,1,1,0,1,0,2,2,2,2,2,2,2,3,1,3,4,5,1,2,6
379,2,20,2,1,2,1,1,3,2,0,1,0,0,0,0,1,3,1,2,2,2,2,2,1,1,2,1,1,1,1,1,4,5,6,2,3,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,2,1,2,1,2,5,4,5,5,1,2,5,4,3,6
380,1,21,2,1,2,2,1,1,2,1,1,0,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,1,3,4,2,1,0,1,0,1,1,0,0,0,0,1,0,0,1,1,4,4,4,4,3,3,3,3,2,1,5,4,3,6
381,2,30,2,2,3,1,1,3,1,1,1,1,1,1,1,1,3,3,1,2,1,2,2,1,1,2,1,1,1,1,1,1,2,3,4,6,5,0,1,1,0,1,3,0,0,0,0,1,1,0,1,1,2,1,1,1,4,5,3,5,1,2,4,5,3,6
382,1,29,2,1,2,2,1,3,1,1,1,1,1,1,1,1,3,4,2,2,1,2,3,3,2,3,1,1,1,1,1,6,4,1,3,5,2,1,1,1,0,0,3,1,0,1,1,1,0,1,0,2,3,3,1,4,1,1,1,1,1,2,3,5,4,6
383,2,30,2,2,3,1,1,3,2,1,1,1,0,1,1,2,3,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,4,3,5,6,0,1,1,0,1,3,1,1,1,1,1,0,1,0,1,1,1,1,2,5,5,5,5,5,3,2,4,1,6
384,1,19,2,1,2,2,1,4,1,1,0,1,0,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,1,1,1,0,0,2,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,1,2,1,5,3,4,6
385,2,19,2,1,2,2,1,3,1,1,1,1,1,0,0,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,3,2,4,1,5,6,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,1,1,1,1,4,5,5,4,3,1,2,5,4,6
386,1,21,2,1,2,1,1,3,1,1,1,1,0,0,0,1,3,4,2,1,1,1,2,1,1,2,1,1,1,1,1,4,5,6,1,2,3,0,1,1,1,0,1,0,0,1,1,1,0,1,1,2,2,2,1,3,4,1,5,5,2,1,5,4,3,6
387,2,21,2,1,2,1,1,3,2,1,1,0,0,0,1,1,3,3,1,1,1,1,3,1,1,1,1,1,1,1,1,3,4,2,5,1,6,1,1,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,5,3,1,4,2,6
388,2,20,2,1,2,1,1,4,2,1,1,0,0,1,1,1,2,4,2,2,1,1,2,2,2,1,1,1,1,1,1,4,5,6,3,1,2,1,1,1,0,0,1,0,0,0,0,1,0,1,0,2,2,1,2,3,2,1,3,1,5,2,4,3,1,6
389,2,40,2,2,4,1,1,4,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,5,6,2,3,4,1,0,1,1,0,1,1,1,0,1,1,1,0,1,0,2,2,2,2,2,5,4,4,5,4,1,3,5,2,6
390,1,23,2,1,2,2,1,3,1,1,1,0,0,0,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,3,1,0,1,1,0,1,2,0,0,1,0,1,0,1,0,2,2,2,2,2,5,4,4,4,2,3,4,5,1,6
391,2,37,2,2,3,2,1,4,1,1,1,0,1,0,1,1,2,1,2,1,1,2,2,1,1,1,1,1,1,1,1,5,3,4,1,6,2,0,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,2,1,5,5,5,5,1,3,4,5,2,6
392,2,26,2,2,2,2,1,2,1,1,1,1,1,1,1,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,1,4,5,6,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,5,5,5,5,2,1,3,4,5,6
393,2,30,2,2,2,2,1,4,2,0,0,0,0,0,0,2,3,4,2,1,1,1,2,1,1,1,1,1,1,1,1,3,2,1,4,6,5,1,1,1,0,0,1,0,0,0,0,1,0,1,0,1,2,2,3,2,1,1,1,1,5,2,3,4,1,6
394,2,31,2,4,2,5,1,3,2,1,1,0,1,0,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,5,4,3,6,1,0,1,1,0,1,1,1,0,0,0,1,0,1,1,1,2,2,2,2,5,5,5,5,5,4,3,2,1,6
395,2,29,2,2,3,2,1,2,1,0,1,0,1,0,1,1,2,2,2,2,2,2,2,1,1,3,1,1,1,1,1,2,6,5,1,3,4,1,1,0,1,0,2,0,0,1,0,1,0,1,0,1,1,2,2,2,4,4,3,5,4,1,2,5,3,6
396,2,24,2,1,4,1,1,3,2,1,0,0,1,0,1,1,3,4,2,1,1,2,3,1,1,2,1,1,1,1,1,3,4,5,2,6,1,0,1,1,0,1,3,1,1,1,1,1,1,0,0,3,3,2,4,2,4,5,5,5,5,2,1,3,4,6
397,2,36,3,4,2,1,3,3,1,1,1,1,0,0,0,1,4,4,2,2,2,2,3,1,2,1,1,1,1,1,1,1,3,6,5,2,4,1,1,1,0,0,1,1,1,1,1,1,1,1,0,1,1,2,2,1,5,5,4,5,5,1,3,4,2,6
398,2,23,2,1,2,2,1,3,2,1,1,1,1,0,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,5,6,2,1,0,1,0,1,1,1,1,1,1,1,0,1,1,2,3,2,2,2,4,3,3,5,4,3,2,5,1,6
399,2,23,2,2,2,1,1,3,1,1,1,1,1,1,1,1,3,4,2,1,1,2,2,1,1,2,1,1,1,1,1,5,4,2,3,6,1,0,1,1,1,0,1,0,0,0,0,1,1,0,0,2,2,2,2,2,5,5,3,5,5,1,2,4,3,6
400,2,41,2,2,4,1,1,4,2,1,1,0,0,1,1,1,3,1,1,2,2,3,3,2,1,1,1,1,1,1,1,5,6,3,2,4,1,1,1,0,0,1,1,1,0,1,1,1,0,1,0,2,1,2,2,2,4,5,4,4,3,2,4,5,1,6
401,2,40,3,4,3,1,1,3,2,1,1,1,1,1,1,1,3,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,3,5,4,6,2,0,1,1,0,1,1,1,1,1,1,1,1,0,0,2,1,2,2,2,1,1,2,2,1,3,2,4,5,6
402,1,22,2,1,2,2,1,4,1,1,1,1,1,0,0,1,2,1,2,2,1,3,3,1,1,2,1,2,1,1,1,4,5,6,2,3,1,0,0,1,1,1,2,1,1,1,1,1,0,1,1,1,2,3,3,3,3,3,4,4,5,1,2,3,4,6
403,1,22,2,1,2,2,1,4,2,1,1,0,1,0,0,1,3,4,2,2,1,2,3,1,1,1,1,1,1,1,1,2,3,6,1,5,4,1,1,1,0,0,1,1,1,1,1,1,0,1,0,2,1,2,1,1,5,5,4,5,4,1,2,3,5,6
404,1,22,2,1,2,2,1,3,1,1,1,1,1,1,1,1,2,4,2,2,2,2,2,2,2,2,1,1,1,1,1,4,5,1,6,2,3,0,1,1,1,0,1,0,0,1,0,1,0,1,1,3,3,2,3,4,3,3,3,5,3,1,5,4,2,6
405,2,40,2,4,4,4,1,4,2,1,1,0,1,1,1,1,2,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,3,4,5,6,2,1,1,0,0,1,1,1,0,1,1,1,0,0,1,2,2,2,2,2,5,3,4,5,4,3,1,5,2,6
406,1,22,2,1,2,5,1,3,1,1,1,1,1,1,1,1,2,4,2,2,2,1,2,2,2,2,1,1,1,1,1,4,6,2,5,3,1,1,0,1,0,1,2,1,0,1,1,1,0,1,1,2,2,3,3,2,4,4,3,3,5,2,4,3,1,6
407,1,22,2,1,2,2,1,4,2,1,1,0,0,1,0,1,2,4,2,2,2,3,2,1,2,1,1,1,1,1,1,4,5,1,2,6,3,1,1,1,0,0,2,1,1,1,1,1,0,1,0,2,2,2,2,3,5,5,5,5,3,4,2,5,1,6
408,1,21,2,1,2,1,1,4,2,1,1,1,1,1,1,1,3,4,1,1,1,2,3,1,1,1,1,1,1,1,1,6,5,4,2,3,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,2,2,1,3,3,4,4,4,5,1,2,4,5,3,6
