IDrespond,Status,IPAddress,Progress,Duration__in_seconds_,Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Gender,Age,Education,Occupation,Income,q1k,q2k,q3k,q4k,Q5K1,Q5K2,Q5K3,Q5K4,Q5K5,Q5K6,Q5K7,Q6K,Q7K,Q8K,Q9K,Q10C1,Q10C2,Q10C3,Q10C4,Q10C5,Q10C6,Q10C7,Q11C1,Q11C2,Q11C3,Q11C4,Q11C5,Q12C1,Q12C2,Q12C3,Q12C4,Q12C5,Q12C6,Q12C8,Q13C1,Q13C2,Q13C3,Q13C4,Q13C5,Q13C6,Q14C,Q15C1,Q15C2,Q15C3,Q15C4,Q15C5,Q15C6,Q16P1,Q16P2,Q16P3,Q16P4,Q16P5,Q17P1,Q17P2,Q17P3,Q17P4,Q17P5,Q18I1,Q18I2,Q18I3,Q18I4,Q22C1,Q22C2,Q22C3,Q22C4,Q22c5,Q22c6
QSI754,0,27.2.137.34,100,114,1,04/09/2019,R_UaIHp4yKX89QFcB, , , , ,10.81419373,106.6437988,anonymous,VI,2,53,1,3,2,1,1,2,1,1,1,1,1, , , ,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,1,3,5,2,6,4,8,2,3,1,4,5,6,1, , ,1, ,1, , ,1,1, , ,3,3,3,3,4,1,1,1,1,1,2,4,5,3,6
QSI755,0,27.2.137.34,100,163,1,04/09/2019,R_2wRXOqId4MRuuVd, , , , ,10.81419373,106.6437988,anonymous,VI,2,42,1,3,2,1,1,1,1,1,1,1,1,1,1, ,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,4,5,6,3,1,2,8,3,4,1,2,5,6,1,1, ,1, ,1, , , ,1, , ,3,4,3,3,4,1,1,1,1,5,1,2,3,4,6
QSI756,0,27.2.137.34,100,79,1,04/09/2019,R_1N1ZXlgsY9EHyu4, , , , ,10.81419373,106.6437988,anonymous,VI,2,48,1,3,2,2,1,1,1,1,1,1,1, , , ,2,1,1,2,1,1,1,2,2,2,2,1,1,1,1,1,3,4,5,6,2,1,8,3,4,1,5,2,6,1,1,1,1,1,1, , , ,1, , ,3,3,3,3,4,1,1,1,1,5,2,1,3,4,6
QSI757,0,27.2.137.34,100,87,1,04/09/2019,R_1Kda05LVfShPn0g, , , , ,10.81419373,106.6437988,anonymous,VI,2,52,1,3,2,2,1,1,1,1,1,1,1,1,1, ,2,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,5,6,2,1,8,3,4,1,2,5,6,1,1, , ,1,1, , , ,1, , ,3,3,3,3,3,1,1,1,1,5,2,3,4,1,6
QSI758,0,27.2.137.34,100,84,1,04/09/2019,R_elnZKK5r8SBFMsh, , , , ,10.81419373,106.6437988,anonymous,VI,2,52,1,3,2,2,1,2,2,1,1,1,1,1,1, ,2,1,2,2,1,1,1,1,1,2,2,1,1,1,1,1,2,5,6,3,4,1,8,3,4,1,5,2,6,1,1,1,1,1,1, , , ,1, , ,3,4,4,4,4,1,1,1,1,5,2,3,4,1,6
QSI759,0,27.2.137.34,100,85,1,04/09/2019,R_2X4jIGUrp15vdKR, , , , ,10.81419373,106.6437988,anonymous,VI,2,56,1,3,2,2,1,2,1,1,1,1,1,1,1, ,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,5,6,1,4,2,8,4,2,1,5,3,6,1,1, , , ,1, , ,1,1, , ,3,3,3,3,4,1,1,1,1,5,1,2,3,4,6
QSI760,0,123.24.208.185,100,1030,1,04/09/2019,R_3Gj4sG2YBDZNb1N, , , , ,21.03129578,105.851593,anonymous,VI,2,28,2,2,2,2,1,2,1,1,1, , , ,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,3,1,1,6,4,5,2,3,1,8,4,2,1,5,3,6,1, , , , ,1, , ,1, , , ,2,2,1,2,2,5,5,4,5,4,2,3,5,1,6
QSI761,0,42.113.152.37,100,1126,1,04/09/2019,R_1jy0WW26xsDz2HR, , , , ,21.03129578,105.851593,anonymous,EN,2,19,2,1, ,2,1,4,1,1,1, , , ,1, ,1,4,4,2,2,1,2,2,2,2,2,1,1,1,1,1,5,4,6,2,1,3,8,3,4,1,5,2,6,1, , ,1,1,1, , ,1,1, , ,2,2,2,1,3,4,3,3,5,3,1,5,4,2,6
QSI762,0,1.54.211.110,100,614,1,04/09/2019,R_3KDzOSa7o3EPRDT, , , , ,21.03129578,105.851593,anonymous,VI,2,27,2,2,3,1,1,1,1,1,1,1,1,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,6,5,2,8,3,2,1,5,4,6,1,1,1,1,1,1, , ,1, , , ,2,2,1,1,1,5,5,5,5,3,2,1,5,4,6
QSI763,0,113.190.87.227,100,747,1,04/09/2019,R_1jO4oW6tiukttSH, , , , ,21.03129578,105.851593,anonymous,VI,2,27,3,2,2,1,1,3,1,1, ,1, , ,1, ,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,6,4,3,8,5,1,2,3,4,6,1, , , , ,1, , ,1, , , ,2,1,1,1,1,5,5,5,5,1,4,5,2,3,6
QSI764,0,113.185.11.215,100,1133,1,04/10/2019,R_vUgOHmNakstKOMp, , , , ,21.03129578,105.851593,anonymous,VI,2,43,2,2, ,2,1,2,1,1,1, , , ,1, ,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,3,6,1,4,5,8,3,2,1,4,5,6,1,1,1,1,1,1, ,1, , , , ,2,2,1,1,1,1,1,1,1,5,4,2,3,1,6
QSI765,0,123.16.71.249,100,642,1,04/10/2019,R_OPcjYDTPGW2QTdv, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,2,1,3,1,1,1,1,1,1,1, ,1,2,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,2,3,4,5,6,8,3,1,2,5,4,6,1,1,1,1,1,1, ,1, , , , ,3,3,2,2,2,4,4,5,5,2,1,3,4,5,6
QSI765,0,183.91.2.125,100,454,1,04/10/2019,R_1QuQTXmeOUUl4nw, , , , ,21.03129578,105.851593,anonymous,VI,2,24,2,4,2,2,1,4,1,1,1, , ,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,6,1,2,3,4,5,1, , , , ,1, , ,1, , , ,1,1,1,1,1,4,5,5,5,5,1,2,3,4,6
QSI766,0,101.99.15.33,100,1078,1,04/10/2019,R_3LbhADENYUoUU4H, , , , ,21.03129578,105.851593,anonymous,VI,2,33,3,4,3,2,1,3,1,1,1, , , ,1, ,1,2,3,1,2,2,2,2,2,2,2,1,1,1,1,1,3,4,2,6,5,1,8,4,2,1,5,3,6,3,1,1,1,1,1, , ,1, , , ,2,2,2,2,2,4,4,4,4,3,1,2,4,5,6
QSI767,0,101.99.15.33,100,565,1,04/10/2019,R_2qCYB7JfbiXlWeo, , , , ,21.03129578,105.851593,anonymous,EN,2,32,3,4,3,2,1,3,1,1,1, , , ,1, ,1,2,3,1,2,2,2,3,1,1,1,1,1,1,1,1,5,1,4,2,6,3,8,2,3,1,5,4,6,1, , , , ,1, , ,1, , , ,2,2,2,2,2,2,2,2,2,4,2,3,5,1,6
QSI768,0,42.114.34.221,100,451,1,04/10/2019,R_3oXZfLwYRrcEJX6, , , , ,21.03129578,105.851593,anonymous,EN-GB,4,23,2,3,2,2,1,3,1,1,1, , , ,1, ,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,4,1,2,3,8,2,4,3,1,5,6,1,1,1,1,1,1, ,1, , , , ,2,2,1,2,3,4,4,4,5,5,3,1,4,2,6
QSI769,0,59.153.254.182,100,1077,1,04/10/2019,R_DTxctMmXp9PfA1X, , , , ,21.03129578,105.851593,anonymous,VI,1,33,3,2,3,2,1,3,1,1,1,1, ,1,1, ,1,2,4,1,2,2,2,3,2,2,1,1,1,1,1,1,1,3,6,5,2,4,8,1,2,3,4,7,6,3,1, , , ,1, , ,1,1, , ,3,3,3,3,2,3,3,3,5,2,3,4,1,5,6
QSI770,0,27.67.12.241,100,702,1,04/10/2019,R_10Dize9IVcOUQOL, , , , ,21.03129578,105.851593,anonymous,VI,2,17,1,1, ,2,1,4,1,1,1, , , ,1, ,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,5,4,7,2,1,3,8,2,4,3,1,5,6,1,1,1,1,1,1, , ,1,1, , ,2,2,1,1,3,4,5,5,5,5,4,2,3,1,6
QSI771,0,59.153.241.12,100,400,1,04/10/2019,R_d1mGp7XHoecj85z, , , , ,21.03129578,105.851593,anonymous,VI,2,31,2,4,2,2,1,3,1,1,1,1,1,1,1, ,1,3,1,2,2,1,2,2,2,2,2,1,1,1,1,1,5,1,3,2,6,4,8,5,2,1,4,3,6,1,1,1,1,1,1, ,1, ,1, , ,1,1,1,1,1,5,5,5,5,4,2,3,5,1,6
QSI772,0,27.79.157.75,100,1350,1,04/10/2019,R_1jIMY2v6LDhzZej, , , , ,21.03129578,105.851593,anonymous,EN,1,32,3,4,4,2,1,4,1,1,1, , ,1, , ,1,3,1,2,2,1,1,2,1,1,2,1,1,1,1,1,2,1,8,6,7,3,4,5,1,2,6,4,3,1,1,1,1,1,1, , , , , ,1,2,2,1,2,3,5,5,5,5,4,2,3,5,6,1
QSI773,0,58.187.29.25,100,266,1,04/04/2019,R_RWWoAQesjT7dDZn, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,2,1,4,1,1,1,1,1,1,1, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,2,4,3,5,6,1,8,4,5,3,2,1,6,2,1,1,1,1,1, ,1, , , , ,3,1,1,2,3,3,3,4,3, , , , , , 
QSII2,0,171.255.79.170,100,730,1,04/04/2019,R_1DLIzSag8esXpfG, , , , ,21.03129578,105.851593,anonymous,VI,2,23,2,1,2,2,1,1,1, ,1, , ,1,1, ,1,2,1,1,2,1,1,2,1,1,1,1,3,1,1,1,5,6,4,2,3,1,8,2,3,1,4,5,6,1, , , , ,1, , ,1, , , ,3,2,1,1,3,5,5,5,5,5,4,2,3,1,6
QSII3,0,113.185.11.46,100,389,1,04/04/2019,R_agkmXtFcN9KBe9z, , , , ,21.03129578,105.851593,anonymous,VI,2,22,2,1,2,5,1,4,2, , , , , ,1, ,1,1,4,1,2,2,1,1,1,1,1,1,2,1,1,1,1,2,4,3,6,5,8,3,2,1,5,4,6,3, , , , ,1, , ,1, , , ,2,1,2,2,2,4,4,3,2,5,4,2,3,1,6
QSII4,0,183.81.93.165,100,475,1,04/04/2019,R_2trjW7JNiGs5INU, , , , ,21.03129578,105.851593,anonymous,EN,2,23,2,1,2,1,1,3,1,1,1, ,1, ,1, ,1,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,5,6,1,8,5,1,2,4,3,6,1, , , , ,1, , ,1, , , ,3,3,3,3,2,1,1,1,1,3,1,2,4,5,6
QSII5,0,27.67.178.6,100,649,1,04/04/2019,R_1dcA4XED7RjOvge, , , , ,21.03129578,105.851593,anonymous,JA,2,23,2,1,2,1,1,3,1,1,1,1, , ,1, ,1,2,4,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,4,3,2,1,8,3,2,1,5,4,6,1,1,1,1,1,1, , ,1,1, , ,2,2,1,2,2,3,3,3,3,3,4,5,1,2,6
QSII6,0,113.23.49.251,100,690,1,04/04/2019,R_1K2LebMHGgwxb7e, , , , ,21.03129578,105.851593,anonymous,EN,2,23,2,1,2,2,1,2,1,1,1,1,1,1,1, ,1,2,2,2,2,1,2,3,1,1,1,1,1,1,1,1,4,3,6,5,2,1,8,5,1,2,4,3,6,1,1, ,1, ,1, ,1, , , , ,2,1,1,2,2,5,5,5,5,2,3,4,5,1,6
QSII7,0,42.112.234.92,100,956,1,04/04/2019,R_WfiuzfK0B8FwWjf, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,2,1,3,1,1, ,1, , , , ,1,2,4,2,1,1,3,3,1,1,1,1,1,1,1,1,5,6,2,3,4,1,8,3,2,1,5,4,6,1,1,1,1,1,1, ,1, , , , ,2,2,3,3,3,4,5,5,5,2,1,4,5,3,6
QSII8,0,125.212.180.8,100,621,1,04/04/2019,R_1hF3KKz8m39TeN8, , , , ,21.59280396,105.8442078,anonymous,VI,2,23,2,1, ,1,1,1,2,1,1,1,1,1,1, ,1,3,4,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,6,2,3,1,8,3,2,1,4,5,6,1,1,1,1,1,1, ,1,1, , , ,1,1,1,1,1,5,5,5,5,5,4,2,1,3,6
QSII9,0,42.113.199.178,100,854,1,04/04/2019,R_31FwYZwdTg9b2Dj, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,2,1,2,1, ,1, , ,1,1, ,1,2,4,1,1,2,1,1,3,1,1,1,1,1,1,1,4,5,6,2,1,3,8,3,2,1,4,5,6,2,1,1,1,1,1, , ,1, , , ,2,1,2,1,1,5,4,5,4,5,1,2,3,4,6
QSII10,0,123.24.49.28,100,231,1,04/04/2019,R_Dfdo5BfAmxt5xjX, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,2,1,4,2,1,1, ,1,1,1, ,2,3,2,1,2,2,1,2,1,1,2,1,1,1,1,1,3,5,2,6,4,1,8,3,1,2,5,4,6,2, , , , ,1, , ,1, , , ,2,2,3,3,4,4,3,4,4,3,2,4,1,5,6
QSII11,0,123.16.81.115,100,474,1,04/04/2019,R_2rwnWLGDxJE3nDY, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,2,1,4,2,1,1,1, , , , ,1,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,2,6,1,8,4,2,1,5,3,6,1,1, , ,1,1, , ,1, , , ,2,3,1,2,2,3,5,3,5,1,2,5,4,3,6
QSII12,0,123.24.84.192,100,879,1,04/04/2019,R_3qe9xPuehjRXCk3, , , , ,21.03129578,105.851593,anonymous,VI,2,23,2,1, ,2,1,4,1,1,1,1, , , , ,1,3,4,2,1,1,2,1,1,1,1,1,1,1,1,1,3,5,1,2,6,4,8,2,4,3,5,1,6,1,1,1,1,1,1, , ,1,1, , ,2,2,2,2,2,5,5,4,5,5,2,3,4,1,6
QSII13,0,123.16.83.246,100,1483,1,04/04/2019,R_1lbIOcMSS98zYlm, , , , ,21.03129578,105.851593,anonymous,EN,2,23,2,1,2,2,1,3,1,1,1,1, , ,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,6,5,2,1,4,8,5,1,2,3,4,6,1, , , , ,1, , ,1,1, , ,2,2,2,2,3,4,4,4,4,2,3,4,5,1,6
QSII14,0,58.187.54.164,100,689,1,04/04/2019,R_3G2ggNOj0k5MfP2, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,2,1,2,2,1,1, , ,1,1, ,2,3,2,2,1,1,1,1,1,1,1,1,1,1,1,1,5,6,2,1,3,4,8,4,1,2,5,3,6,3, , , , ,1, , ,1,1, , ,1,1,2,2,3,5,5,5,5,5,3,4,2,1,6
QSII15,0,27.67.184.198,100,439,1,04/04/2019,R_1r3b7kSlAbybuqM, , , , ,21.03129578,105.851593,anonymous,VI,2,23,2,1,2,1,1,3,2,1,1,1, , , , ,1,2,1,2,3,2,2,3,1,1,1,1,2,1,1,1,3,4,1,6,2,5,8,5,3,4,1,2,6,1,1,1,1,1,1, , ,1, , , ,3,2,2,1,4,3,4,5,5,5,1,4,3,2,6
QSII16,0,58.187.67.28,100,1814,1,04/04/2019,R_22LdUGL23Gmu7Xa, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,4,1,2,2,1, , , , , , ,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,1,2,3,4,5,6,1,1, , , , , , ,1, , , ,2,2,2,2,2,2,2,3,2,1,2,3,4,5,6
QSII17,0,14.189.151.94,100,1317,1,04/04/2019,R_3hyyllbqTbwFZVY, , , , ,20.6499939,106.0667114,anonymous,VI,2,23,2,1,2,2,1,3,1,1,1,1, , ,1, ,1,3,1,1,1,1,2,2,1,1,2,1,1,1,1,1,2,3,5,4,7,1,8,4,1,2,5,3,6,1, , , , ,1, ,1, , , ,1,2,1,2,1,2,5,5,5,4,5,1,4,3,2,6
QSII18,0,14.231.27.200,100,543,1,04/05/2019,R_cx33pb5UBnnP5NT, , , , ,21.03129578,105.851593,anonymous,EN,1,24,2,1,2,2,1,2,1,1,1,1,1, ,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8, , , , , , ,1, , , , ,1, , ,1, , , ,1,1,1,1,1,5,5,5,5, , , , , , 
QSII19,0,14.231.179.127,100,382,1,04/06/2019,R_3DcPRMj7JouCtZ0, , , , ,21.03129578,105.851593,anonymous,VI,1,23,2,1,2,2,1,3,2, ,1, ,1,1, , ,2,2,4,2,1,1,3,2,1,1,2,1,1,1,1,1,5,4,3,1,6,2,8,5,1,2,3,4,6,2,1,1,1,1,1, , ,1, , , ,3,3,2,2,2,2,2,1,1,5,1,2,3,4,6
QSII20,0,14.177.158.225,100,357,1,04/10/2019,R_1eF6xl9Rl1xDb4Y, , , , ,21.03129578,105.851593,anonymous,EN,2,36,3,2,3,2,1,3,2,1,1,1,1,1, , ,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,3,4,5,6,8,2,3,1,4,5,6,1,1,1,1,1,1, , ,1, , , ,2,2,2,2,2,4,4,4,4,1,2,5,3,4,6
QSII21,0,14.177.158.225,100,278,1,04/10/2019,R_1jeMoKJ0JBJL6ay, , , , ,21.03129578,105.851593,anonymous,VI,2,40,3,2,3,2,4,4,2, ,1, , , , , ,2,3,1,2,2,2,2,3,2,2,2,2,2,1,1,1,3,1,4,5,6,2,8,3,2,1,4,5,6,1,1,1,1,1,1, , ,1, , , ,2,3,2,2,1,2,3,3,3,3,4,5,2,1,6
QSII22,0,103.7.196.2,100,282,1,04/08/2019,R_3ptFG4JE0oH3vGg, , , , ,10.81419373,106.6437988,anonymous,EN,2,31,2,2,3,1,1,4,2,1,1,1,1,1,1, ,2,3,4,2,2,2,2,2,2,2,2,1,1,1,1,1,2,1,3,4,5,6,8,3,1,2,4,5,6,1, , , , ,1, , ,1,1,1, ,2,2,2,2,2,2,2,2,2,4,1,2,3,5,6
QPVA1,0,103.7.196.2,100,331,1,04/08/2019,R_2Pd3OT0BX1ep8uL, , , , ,10.81419373,106.6437988,anonymous,VI,1,40,2,2,4,2,1,3,1,1,1,1,1,1,1, ,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8, , , , , , ,1,1,1,1,1,1, , ,1,1, , ,2,2,2,2,2,5,5,5,5,1,2,3,4,5,6
QPVA2,0,103.7.196.2,100,689,1,04/08/2019,R_2zNH5Gujq4pumT1, , , , ,10.81419373,106.6437988,anonymous,EN,2,42,2,4,3,1,1,1,1,1,1,1,1,1,1, ,1,3,1,1,1,2,2,2,2,2,2,1,1,1,1,1, , , , , , , , , , , , , ,1, , , , ,1, , ,1, , , ,1,1,1,1,1,4,4,3,3, , , , , , 
QPVA3,0,103.7.196.2,100,353,1,04/08/2019,R_1LHUONPwXcT2W5C, , , , ,10.81419373,106.6437988,anonymous,EN,2,28,3,2,3,2,1,4,2,1,1,1,1,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,4,5,6,3,8,3,1,2,4,5,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,2,4,5,4,5,4,1,2,5,3,6
QPVA4,0,103.7.196.2,100,468,1,04/08/2019,R_3DnXgAcaA2JXiOH, , , , ,10.81419373,106.6437988,anonymous,EN,2,29,2,2,2,1,1,4,1,1,1,1,1, , , ,1,3,1,1,2,1,1,1,2,1,1,1,1,1,1,1,3,4,5,2,6,1,8,3,2,1,4,5,6,2,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,4,4,5,2,3,4,1,6
QPVA5,0,103.7.196.2,100,783,1,04/08/2019,R_2tJWVeThDnr1Rwn, , , , ,10.81419373,106.6437988,anonymous,VI,2,34,2,2,4,1,1,3,1,1,1,1,1, ,1, ,1,3,2,1,2,2,2,2,2,2,2,1,1,1,1,1,5,4,1,2,6,3,8,4,1,2,3,5,6,1,1,1,1,1,1, , ,1,1, , ,2,2,2,2,2,1,1,1,1,4,2,1,5,3,6
QPVA6,0,103.7.196.2,100,722,1,04/08/2019,R_1lzVcS8Gxj8WgaI, , , , ,10.81419373,106.6437988,anonymous,EN,2,36,2,2,3,1,1,4,2,1,1,1,1,1,1, ,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,2,1,4,3,8,5,4,3,2,1,6,2,1,1,1,1,1, , ,1, , , ,3,3,2,3,2,4,4,4,3,5,3,2,4,1,6
QPVA7,0,103.7.196.2,100,1399,1,04/08/2019,R_zeXW94HELzoJ9jH, , , , ,10.81419373,106.6437988,anonymous,EN,2,32,3,2,3,2,1,3,1,1,1,1,1,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,6,2,5,1,8,4,2,1,5,3,6,1,1,1,1,1,1, , ,1, , , ,1,1,1,1,1,1,1,1,1,3,4,2,5,1,6
QPVA8,0,103.7.196.2,100,352,1,04/08/2019,R_1ISCwCktTFC8kHA, , , , ,10.81419373,106.6437988,anonymous,EN,2,30,3,2,3,2,1,3,1, , , ,1, , , ,1,3,1,2,2,3,3,3,2,2,3,1,1,1,1,1,5,6,2,4,3,1,8,3,4,5,1,2,6,1, , , , ,1, , , ,1, , ,3,3,2,3,4,3,2,3,2,5,2,4,3,1,6
QPVA9,0,103.7.196.2,100,1412,1,04/08/2019,R_1j8wGWp8eeXA01B, , , , ,10.81419373,106.6437988,anonymous,VI,2,43,2,2,3,5,1,4,1,1,1,1, ,1,1, ,1,3,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,2,3,4,5,6,8, , , , , , ,1, , ,1,1,1, , ,1, ,1, ,2,2,2,2,2,5,5,5,5, , , , , , 
QPVA10,0,103.7.196.2,100,1678,1,04/08/2019,R_1DOpivA65HIekeW, , , , ,10.81419373,106.6437988,anonymous,VI,2,32,2,2,3,1,1,3,1,1,1,1,1, ,1, ,1,3,1,1,1,1,2,2,4,1,1,1,1,1,1,1,6,5,4,2,1,3,8,4,3,2,5,1,6,1,1,1,1,1,1, ,1,1,1,1,1,1,2,1,1,1,5,5,5,5,1,2,4,3,5,6
QPVA11,0,103.7.196.2,100,1491,1,04/08/2019,R_2f9ZSknnZ4yDgDr, , , , ,10.81419373,106.6437988,anonymous,EN,2,23,2,2,3,1,1,3,1,1,1,1,1,1,1, ,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,5,6,2,3,4,1,8,4,1,2,5,3,6,1,1,1,1,1,1, ,1, , , , ,1,2,1,2,1,5,5,5,5,4,2,3,5,1,6
QPVA12,0,103.7.196.2,100,341,1,04/08/2019,R_3DjQboM2H7ZIn2V, , , , ,10.81419373,106.6437988,anonymous,EN,2,25,2,2,3,2,1,4,1,1,1,1,1,1,1, ,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,4,3,6,2,5,1,8,4,2,1,5,3,6,1,1,1,1,1,1, ,1, , , , ,1,1,1,1,1,5,5,5,5,2,3,4,5,1,6
QPVA13,0,103.7.196.2,100,424,1,04/09/2019,R_3PiNoUKZxVyPwcz, , , , ,10.81419373,106.6437988,anonymous,EN,2,32,2,2,3,2,1,3,1,1,1,1,1,1,1, ,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,3,1,6,2,8,1,2,5,3,4,6,1,1,1,1,1,1, , ,1, , , ,2,2,1,1,1,5,5,5,5,3,2,1,5,4,6
QPVA14,0,103.7.196.2,100,60262,1,04/09/2019,R_3GoXyVtclDWsork, , , , ,10.81419373,106.6437988,anonymous,VI,2,37,2,2,3,2,1,3,1,1,1,1,1,1,1, ,1,2,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2,1,3,4,5,6,8,2,3,1,4,5,6,1, , , , ,1, , , ,1, , ,1,1,1,1,1,1,1,1,1,5,4,2,3,1,6
QPVA15,0,113.173.200.144,100,726,1,04/09/2019,R_2w51zYTLwqnAoBQ, , , , ,10.81419373,106.6437988,anonymous,VI,1,50,2,2,3,2,1,2,1,1,1, ,1, ,1, ,1,3,2,1,2,2,2,3,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,1,2,3,4,5,6,1, , , , ,1, , , , ,1, ,2,2,2,2,1,1,1,1,1,1,2,3,4,5,6
QPVA16,0,103.7.196.2,100,612,1,04/10/2019,R_1gRt0kR0kx8PoMg, , , , ,10.81419373,106.6437988,anonymous,EN,1,45,2,2,3,1,1,3,1,1,1,1,1,1,1, ,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,2,4,5,6,8,2,3,1,4,5,6,1,1,1,1,1,1, ,1, , , ,1,1,2,2,2,1,2,2,2,2,3,4,5,2,1,6
QPVA17,0,103.7.196.2,100,237,1,04/10/2019,R_2xV5RjvUhua7zQD, , , , ,10.81419373,106.6437988,anonymous,VI,1,38,2,2,3,2,1,4,2,1,1, ,1, ,1, ,2,3,1,2,2,1,1,2,1,2,2,1,1,1,1,1,2,3,4,1,5,6,8,1,2,3,4,5,6,1, , , , ,1, , ,1, , , ,1,2,1,2,1,4,3,5,5,1,2,3,4,5,6
QPVA18,0,103.7.196.2,100,299,1,04/10/2019,R_9plpsEiTDDPl3ih, , , , ,10.81419373,106.6437988,anonymous,EN,2,23,2,2,3,1,1,4,2,1,1, ,1, ,1, ,2,3,1,2,1,3,1,1,2,2,1,2,1,1,1,1,1,2,3,4,5,6,8,1,3,4,2,5,6,1,1,1,1,1,1, , ,1, , , ,2,2,3,2,2,4,3,3,2,5,1,2,3,4,6
QPVA19,0,103.7.196.2,100,274,1,04/10/2019,R_2WvAiedGzNE9U1Z, , , , ,10.81419373,106.6437988,anonymous,EN,1,40,2,2,3,2,1,3,1,1,1,1,1,1,1, ,1, ,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,5,6,8,1,2,3,4,5,6,1,1,1,1,1,1, , ,1,1,1, ,1,1,1,1,1,5,5,5,5,1,2,3,4,5,6
QPVA20,0,103.7.196.2,100,339,1,04/10/2019,R_vekh4RoxmBkQK6R, , , , ,10.81419373,106.6437988,anonymous,EN,2,24,2,2,2,1,1,4,2, , , , , , ,1,2,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,6,5,3,1,4,2,8,3,2,1,4,5,6,2, , , , ,1, ,1, , , , ,2,1,1,1,1,1,1,1,1,5,2,4,3,1,6
QPVA21,0,103.7.196.2,100,165986,1,04/10/2019,R_339orJ0w31lfZKP, , , , ,10.81419373,106.6437988,anonymous,VI,2,1985,2,2,3,1,1,3,1, ,1,1, , ,1, ,1,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,2,3,5,1,6,4,8,4,2,1,5,3,6,1,1,1,1,1,1, , ,1, , , ,2,2,1,1,1,5,5,5,5,2,4,3,5,1,6
QPVA22,0,103.7.196.2,100,320,1,04/10/2019,R_12D7okCcZB7ENGE, , , , ,10.81419373,106.6437988,anonymous,EN,2,29,2,2,2,2,1,3,1,1,1,1,1,1,1, ,1,3,1,1,2,1,1,1,2,2,2,1,1,1,1,1,4,5,6,3,2,1,8,3,2,1,4,5,6,2,1,1,1,1,1, , ,1, , , ,1,1,1,1,2,5,5,4,4,5,3,2,4,1,6
